Date_start,Power_kW,Hour,DayOfWeek,DayName,Month,MonthName,Date,Official_Holiday,Holiday_NoActivity,Holiday
2018-01-02 05:00:00,108.1790073,5,1,Tuesday,1,January,2018-01-02,False,False,False
2018-01-02 06:00:00,120.0904796,6,1,Tuesday,1,January,2018-01-02,False,False,False
2018-01-02 07:00:00,148.6953013,7,1,Tuesday,1,January,2018-01-02,False,False,False
2018-01-02 08:00:00,188.7431819,8,1,Tuesday,1,January,2018-01-02,False,False,False
2018-01-02 09:00:00,254.2800351,9,1,Tuesday,1,January,2018-01-02,False,False,False
2018-01-02 10:00:00,284.7264875,10,1,Tuesday,1,January,2018-01-02,False,False,False
2018-01-02 11:00:00,299.7337161,11,1,Tuesday,1,January,2018-01-02,False,False,False
2018-01-02 12:00:00,286.1763086,12,1,Tuesday,1,January,2018-01-02,False,False,False
2018-01-02 13:00:00,289.2038331,13,1,Tuesday,1,January,2018-01-02,False,False,False
2018-01-02 14:00:00,309.1304489,14,1,Tuesday,1,January,2018-01-02,False,False,False
2018-01-02 15:00:00,305.5415818,15,1,Tuesday,1,January,2018-01-02,False,False,False
2018-01-02 16:00:00,288.892604,16,1,Tuesday,1,January,2018-01-02,False,False,False
2018-01-02 17:00:00,256.8326579,17,1,Tuesday,1,January,2018-01-02,False,False,False
2018-01-02 18:00:00,186.1658617,18,1,Tuesday,1,January,2018-01-02,False,False,False
2018-01-02 19:00:00,153.5768052,19,1,Tuesday,1,January,2018-01-02,False,False,False
2018-01-02 20:00:00,131.4931436,20,1,Tuesday,1,January,2018-01-02,False,False,False
2018-01-02 21:00:00,127.0222863,21,1,Tuesday,1,January,2018-01-02,False,False,False
2018-01-02 22:00:00,123.8172754,22,1,Tuesday,1,January,2018-01-02,False,False,False
2018-01-02 23:00:00,119.9870854,23,1,Tuesday,1,January,2018-01-02,False,False,False
2018-01-03 00:00:00,119.9826901,0,2,Wednesday,1,January,2018-01-03,False,False,False
2018-01-03 01:00:00,118.3815451,1,2,Wednesday,1,January,2018-01-03,False,False,False
2018-01-03 02:00:00,118.0031307,2,2,Wednesday,1,January,2018-01-03,False,False,False
2018-01-03 03:00:00,117.1500239,3,2,Wednesday,1,January,2018-01-03,False,False,False
2018-01-03 04:00:00,115.2357661,4,2,Wednesday,1,January,2018-01-03,False,False,False
2018-01-03 05:00:00,117.4892992,5,2,Wednesday,1,January,2018-01-03,False,False,False
2018-01-03 06:00:00,126.4860597,6,2,Wednesday,1,January,2018-01-03,False,False,False
2018-01-03 07:00:00,146.9650182,7,2,Wednesday,1,January,2018-01-03,False,False,False
2018-01-03 08:00:00,207.8256908,8,2,Wednesday,1,January,2018-01-03,False,False,False
2018-01-03 09:00:00,252.5198221,9,2,Wednesday,1,January,2018-01-03,False,False,False
2018-01-03 10:00:00,282.3000726,10,2,Wednesday,1,January,2018-01-03,False,False,False
2018-01-03 11:00:00,297.4925317,11,2,Wednesday,1,January,2018-01-03,False,False,False
2018-01-03 12:00:00,270.5564589,12,2,Wednesday,1,January,2018-01-03,False,False,False
2018-01-03 13:00:00,279.8493789,13,2,Wednesday,1,January,2018-01-03,False,False,False
2018-01-03 14:00:00,288.1288683,14,2,Wednesday,1,January,2018-01-03,False,False,False
2018-01-03 15:00:00,288.6659321,15,2,Wednesday,1,January,2018-01-03,False,False,False
2018-01-03 16:00:00,278.4479061,16,2,Wednesday,1,January,2018-01-03,False,False,False
2018-01-03 17:00:00,245.1306949,17,2,Wednesday,1,January,2018-01-03,False,False,False
2018-01-03 18:00:00,198.0991012,18,2,Wednesday,1,January,2018-01-03,False,False,False
2018-01-03 19:00:00,177.0500095,19,2,Wednesday,1,January,2018-01-03,False,False,False
2018-01-03 20:00:00,138.0810704,20,2,Wednesday,1,January,2018-01-03,False,False,False
2018-01-03 21:00:00,137.5879596,21,2,Wednesday,1,January,2018-01-03,False,False,False
2018-01-03 22:00:00,138.8242947,22,2,Wednesday,1,January,2018-01-03,False,False,False
2018-01-03 23:00:00,137.8405847,23,2,Wednesday,1,January,2018-01-03,False,False,False
2018-01-04 00:00:00,129.9750907,0,3,Thursday,1,January,2018-01-04,False,False,False
2018-01-04 01:00:00,127.5428154,1,3,Thursday,1,January,2018-01-04,False,False,False
2018-01-04 02:00:00,126.8173816,2,3,Thursday,1,January,2018-01-04,False,False,False
2018-01-04 03:00:00,123.6462773,3,3,Thursday,1,January,2018-01-04,False,False,False
2018-01-04 04:00:00,121.0984684,4,3,Thursday,1,January,2018-01-04,False,False,False
2018-01-04 05:00:00,118.1504779,5,3,Thursday,1,January,2018-01-04,False,False,False
2018-01-04 06:00:00,127.7267901,6,3,Thursday,1,January,2018-01-04,False,False,False
2018-01-04 07:00:00,149.3767821,7,3,Thursday,1,January,2018-01-04,False,False,False
2018-01-04 08:00:00,213.7840432,8,3,Thursday,1,January,2018-01-04,False,False,False
2018-01-04 09:00:00,251.7793187,9,3,Thursday,1,January,2018-01-04,False,False,False
2018-01-04 10:00:00,297.5017409,10,3,Thursday,1,January,2018-01-04,False,False,False
2018-01-04 11:00:00,314.3254842,11,3,Thursday,1,January,2018-01-04,False,False,False
2018-01-04 12:00:00,285.9282881,12,3,Thursday,1,January,2018-01-04,False,False,False
2018-01-04 13:00:00,283.2990615,13,3,Thursday,1,January,2018-01-04,False,False,False
2018-01-04 14:00:00,294.6071219,14,3,Thursday,1,January,2018-01-04,False,False,False
2018-01-04 15:00:00,309.0389848,15,3,Thursday,1,January,2018-01-04,False,False,False
2018-01-04 16:00:00,299.0800722,16,3,Thursday,1,January,2018-01-04,False,False,False
2018-01-04 17:00:00,279.1275032,17,3,Thursday,1,January,2018-01-04,False,False,False
2018-01-04 18:00:00,236.3036767,18,3,Thursday,1,January,2018-01-04,False,False,False
2018-01-04 19:00:00,195.7658248,19,3,Thursday,1,January,2018-01-04,False,False,False
2018-01-04 20:00:00,150.783906,20,3,Thursday,1,January,2018-01-04,False,False,False
2018-01-04 21:00:00,143.1429909,21,3,Thursday,1,January,2018-01-04,False,False,False
2018-01-04 22:00:00,131.5559336,22,3,Thursday,1,January,2018-01-04,False,False,False
2018-01-04 23:00:00,129.5299096,23,3,Thursday,1,January,2018-01-04,False,False,False
2018-01-05 00:00:00,123.4704653,0,4,Friday,1,January,2018-01-05,False,False,False
2018-01-05 01:00:00,123.4756978,1,4,Friday,1,January,2018-01-05,False,False,False
2018-01-05 02:00:00,122.6374513,2,4,Friday,1,January,2018-01-05,False,False,False
2018-01-05 03:00:00,120.53587,3,4,Friday,1,January,2018-01-05,False,False,False
2018-01-05 04:00:00,118.56845,4,4,Friday,1,January,2018-01-05,False,False,False
2018-01-05 05:00:00,119.5762295,5,4,Friday,1,January,2018-01-05,False,False,False
2018-01-05 06:00:00,126.2688063,6,4,Friday,1,January,2018-01-05,False,False,False
2018-01-05 07:00:00,158.2146839,7,4,Friday,1,January,2018-01-05,False,False,False
2018-01-05 08:00:00,210.5099633,8,4,Friday,1,January,2018-01-05,False,False,False
2018-01-05 09:00:00,262.5607803,9,4,Friday,1,January,2018-01-05,False,False,False
2018-01-05 10:00:00,301.4432785,10,4,Friday,1,January,2018-01-05,False,False,False
2018-01-05 11:00:00,302.0416672,11,4,Friday,1,January,2018-01-05,False,False,False
2018-01-05 12:00:00,278.199467,12,4,Friday,1,January,2018-01-05,False,False,False
2018-01-05 13:00:00,304.516849,13,4,Friday,1,January,2018-01-05,False,False,False
2018-01-05 14:00:00,358.1840899,14,4,Friday,1,January,2018-01-05,False,False,False
2018-01-05 15:00:00,359.7567701,15,4,Friday,1,January,2018-01-05,False,False,False
2018-01-05 16:00:00,298.4021495,16,4,Friday,1,January,2018-01-05,False,False,False
2018-01-05 17:00:00,274.4647178,17,4,Friday,1,January,2018-01-05,False,False,False
2018-01-05 18:00:00,212.6251491,18,4,Friday,1,January,2018-01-05,False,False,False
2018-01-05 19:00:00,184.5268334,19,4,Friday,1,January,2018-01-05,False,False,False
2018-01-05 20:00:00,143.0299689,20,4,Friday,1,January,2018-01-05,False,False,False
2018-01-05 21:00:00,127.6891161,21,4,Friday,1,January,2018-01-05,False,False,False
2018-01-05 22:00:00,126.0379484,22,4,Friday,1,January,2018-01-05,False,False,False
2018-01-05 23:00:00,123.0384701,23,4,Friday,1,January,2018-01-05,False,False,False
2018-01-06 00:00:00,124.1766435,0,5,Saturday,1,January,2018-01-06,False,False,False
2018-01-06 01:00:00,121.8988316,1,5,Saturday,1,January,2018-01-06,False,False,False
2018-01-06 02:00:00,123.3647688,2,5,Saturday,1,January,2018-01-06,False,False,False
2018-01-06 03:00:00,119.5892061,3,5,Saturday,1,January,2018-01-06,False,False,False
2018-01-06 04:00:00,111.6611314,4,5,Saturday,1,January,2018-01-06,False,False,False
2018-01-06 05:00:00,111.8733616,5,5,Saturday,1,January,2018-01-06,False,False,False
2018-01-06 06:00:00,113.8861997,6,5,Saturday,1,January,2018-01-06,False,False,False
2018-01-06 07:00:00,117.5970887,7,5,Saturday,1,January,2018-01-06,False,False,False
2018-01-06 08:00:00,129.0265431,8,5,Saturday,1,January,2018-01-06,False,False,False
2018-01-06 09:00:00,134.7146892,9,5,Saturday,1,January,2018-01-06,False,False,False
2018-01-06 10:00:00,133.5907482,10,5,Saturday,1,January,2018-01-06,False,False,False
2018-01-06 11:00:00,136.6124123,11,5,Saturday,1,January,2018-01-06,False,False,False
2018-01-06 12:00:00,129.3741904,12,5,Saturday,1,January,2018-01-06,False,False,False
2018-01-06 13:00:00,122.1993864,13,5,Saturday,1,January,2018-01-06,False,False,False
2018-01-06 14:00:00,122.8768905,14,5,Saturday,1,January,2018-01-06,False,False,False
2018-01-06 15:00:00,119.7897155,15,5,Saturday,1,January,2018-01-06,False,False,False
2018-01-06 16:00:00,120.0904796,16,5,Saturday,1,January,2018-01-06,False,False,False
2018-01-06 17:00:00,119.0159334,17,5,Saturday,1,January,2018-01-06,False,False,False
2018-01-06 18:00:00,115.6233897,18,5,Saturday,1,January,2018-01-06,False,False,False
2018-01-06 19:00:00,118.154036,19,5,Saturday,1,January,2018-01-06,False,False,False
2018-01-06 20:00:00,124.1697366,20,5,Saturday,1,January,2018-01-06,False,False,False
2018-01-06 21:00:00,135.0960338,21,5,Saturday,1,January,2018-01-06,False,False,False
2018-01-06 22:00:00,132.6183404,22,5,Saturday,1,January,2018-01-06,False,False,False
2018-01-06 23:00:00,134.9658492,23,5,Saturday,1,January,2018-01-06,False,False,False
2018-01-07 00:00:00,135.6257721,0,6,Sunday,1,January,2018-01-07,False,False,False
2018-01-07 01:00:00,137.9006538,1,6,Sunday,1,January,2018-01-07,False,False,False
2018-01-07 02:00:00,134.3697628,2,6,Sunday,1,January,2018-01-07,False,False,False
2018-01-07 03:00:00,134.8630829,3,6,Sunday,1,January,2018-01-07,False,False,False
2018-01-07 04:00:00,135.0177556,4,6,Sunday,1,January,2018-01-07,False,False,False
2018-01-07 05:00:00,136.1804171,5,6,Sunday,1,January,2018-01-07,False,False,False
2018-01-07 06:00:00,137.5948665,6,6,Sunday,1,January,2018-01-07,False,False,False
2018-01-07 07:00:00,136.1326967,7,6,Sunday,1,January,2018-01-07,False,False,False
2018-01-07 08:00:00,123.4219077,8,6,Sunday,1,January,2018-01-07,False,False,False
2018-01-07 09:00:00,113.3847169,9,6,Sunday,1,January,2018-01-07,False,False,False
2018-01-07 10:00:00,115.5821576,10,6,Sunday,1,January,2018-01-07,False,False,False
2018-01-07 11:00:00,128.0302751,11,6,Sunday,1,January,2018-01-07,False,False,False
2018-01-07 12:00:00,140.8940624,12,6,Sunday,1,January,2018-01-07,False,False,False
2018-01-07 13:00:00,130.3746444,13,6,Sunday,1,January,2018-01-07,False,False,False
2018-01-07 14:00:00,170.826474,14,6,Sunday,1,January,2018-01-07,False,False,False
2018-01-07 15:00:00,184.7796678,15,6,Sunday,1,January,2018-01-07,False,False,False
2018-01-07 16:00:00,192.7858114,16,6,Sunday,1,January,2018-01-07,False,False,False
2018-01-07 17:00:00,198.5394684,17,6,Sunday,1,January,2018-01-07,False,False,False
2018-01-07 18:00:00,194.4733973,18,6,Sunday,1,January,2018-01-07,False,False,False
2018-01-07 19:00:00,139.2024998,19,6,Sunday,1,January,2018-01-07,False,False,False
2018-01-07 20:00:00,136.2329514,20,6,Sunday,1,January,2018-01-07,False,False,False
2018-01-07 21:00:00,133.9444652,21,6,Sunday,1,January,2018-01-07,False,False,False
2018-01-07 22:00:00,128.529037,22,6,Sunday,1,January,2018-01-07,False,False,False
2018-01-07 23:00:00,129.8750453,23,6,Sunday,1,January,2018-01-07,False,False,False
2018-01-08 00:00:00,129.259494,0,0,Monday,1,January,2018-01-08,False,False,False
2018-01-08 01:00:00,118.8032846,1,0,Monday,1,January,2018-01-08,False,False,False
2018-01-08 02:00:00,115.7056446,2,0,Monday,1,January,2018-01-08,False,False,False
2018-01-08 03:00:00,116.7755862,3,0,Monday,1,January,2018-01-08,False,False,False
2018-01-08 04:00:00,112.8687924,4,0,Monday,1,January,2018-01-08,False,False,False
2018-01-08 05:00:00,118.8623072,5,0,Monday,1,January,2018-01-08,False,False,False
2018-01-08 06:00:00,130.2817152,6,0,Monday,1,January,2018-01-08,False,False,False
2018-01-08 07:00:00,157.9882213,7,0,Monday,1,January,2018-01-08,False,False,False
2018-01-08 08:00:00,243.8606625,8,0,Monday,1,January,2018-01-08,False,False,False
2018-01-08 09:00:00,301.6257881,9,0,Monday,1,January,2018-01-08,False,False,False
2018-01-08 10:00:00,342.0734317,10,0,Monday,1,January,2018-01-08,False,False,False
2018-01-08 11:00:00,357.6319565,11,0,Monday,1,January,2018-01-08,False,False,False
2018-01-08 12:00:00,327.5383839,12,0,Monday,1,January,2018-01-08,False,False,False
2018-01-08 13:00:00,347.2795599,13,0,Monday,1,January,2018-01-08,False,False,False
2018-01-08 14:00:00,357.2181704,14,0,Monday,1,January,2018-01-08,False,False,False
2018-01-08 15:00:00,354.7475932,15,0,Monday,1,January,2018-01-08,False,False,False
2018-01-08 16:00:00,357.1995427,16,0,Monday,1,January,2018-01-08,False,False,False
2018-01-08 17:00:00,315.574168,17,0,Monday,1,January,2018-01-08,False,False,False
2018-01-08 18:00:00,264.9913812,18,0,Monday,1,January,2018-01-08,False,False,False
2018-01-08 19:00:00,225.466332,19,0,Monday,1,January,2018-01-08,False,False,False
2018-01-08 20:00:00,183.4552174,20,0,Monday,1,January,2018-01-08,False,False,False
2018-01-08 21:00:00,147.585802,21,0,Monday,1,January,2018-01-08,False,False,False
2018-01-08 22:00:00,131.6007238,22,0,Monday,1,January,2018-01-08,False,False,False
2018-01-08 23:00:00,126.4885713,23,0,Monday,1,January,2018-01-08,False,False,False
2018-01-09 00:00:00,127.5915823,0,1,Tuesday,1,January,2018-01-09,False,False,False
2018-01-09 01:00:00,127.6236052,1,1,Tuesday,1,January,2018-01-09,False,False,False
2018-01-09 02:00:00,126.2773876,2,1,Tuesday,1,January,2018-01-09,False,False,False
2018-01-09 03:00:00,127.7288831,3,1,Tuesday,1,January,2018-01-09,False,False,False
2018-01-09 04:00:00,125.4904196,4,1,Tuesday,1,January,2018-01-09,False,False,False
2018-01-09 05:00:00,127.7929289,5,1,Tuesday,1,January,2018-01-09,False,False,False
2018-01-09 06:00:00,146.5859759,6,1,Tuesday,1,January,2018-01-09,False,False,False
2018-01-09 07:00:00,180.1248358,7,1,Tuesday,1,January,2018-01-09,False,False,False
2018-01-09 08:00:00,246.1935203,8,1,Tuesday,1,January,2018-01-09,False,False,False
2018-01-09 09:00:00,315.2840782,9,1,Tuesday,1,January,2018-01-09,False,False,False
2018-01-09 10:00:00,344.0142706,10,1,Tuesday,1,January,2018-01-09,False,False,False
2018-01-09 11:00:00,354.5190376,11,1,Tuesday,1,January,2018-01-09,False,False,False
2018-01-09 12:00:00,353.1788897,12,1,Tuesday,1,January,2018-01-09,False,False,False
2018-01-09 13:00:00,352.5229435,13,1,Tuesday,1,January,2018-01-09,False,False,False
2018-01-09 14:00:00,364.7730632,14,1,Tuesday,1,January,2018-01-09,False,False,False
2018-01-09 15:00:00,358.5407371,15,1,Tuesday,1,January,2018-01-09,False,False,False
2018-01-09 16:00:00,351.1394705,16,1,Tuesday,1,January,2018-01-09,False,False,False
2018-01-09 17:00:00,290.1785432,17,1,Tuesday,1,January,2018-01-09,False,False,False
2018-01-09 18:00:00,228.5122749,18,1,Tuesday,1,January,2018-01-09,False,False,False
2018-01-09 19:00:00,212.8612395,19,1,Tuesday,1,January,2018-01-09,False,False,False
2018-01-09 20:00:00,171.7949051,20,1,Tuesday,1,January,2018-01-09,False,False,False
2018-01-09 21:00:00,150.7885106,21,1,Tuesday,1,January,2018-01-09,False,False,False
2018-01-09 22:00:00,130.8399183,22,1,Tuesday,1,January,2018-01-09,False,False,False
2018-01-09 23:00:00,135.7132595,23,1,Tuesday,1,January,2018-01-09,False,False,False
2018-01-10 00:00:00,135.2774969,0,2,Wednesday,1,January,2018-01-10,False,False,False
2018-01-10 01:00:00,135.7865145,1,2,Wednesday,1,January,2018-01-10,False,False,False
2018-01-10 02:00:00,133.2018688,2,2,Wednesday,1,January,2018-01-10,False,False,False
2018-01-10 03:00:00,133.9886275,3,2,Wednesday,1,January,2018-01-10,False,False,False
2018-01-10 04:00:00,133.746886,4,2,Wednesday,1,January,2018-01-10,False,False,False
2018-01-10 05:00:00,134.5474585,5,2,Wednesday,1,January,2018-01-10,False,False,False
2018-01-10 06:00:00,144.3215592,6,2,Wednesday,1,January,2018-01-10,False,False,False
2018-01-10 07:00:00,171.2731202,7,2,Wednesday,1,January,2018-01-10,False,False,False
2018-01-10 08:00:00,242.3532839,8,2,Wednesday,1,January,2018-01-10,False,False,False
2018-01-10 09:00:00,297.1888374,9,2,Wednesday,1,January,2018-01-10,False,False,False
2018-01-10 10:00:00,314.4299249,10,2,Wednesday,1,January,2018-01-10,False,False,False
2018-01-10 11:00:00,322.1719319,11,2,Wednesday,1,January,2018-01-10,False,False,False
2018-01-10 12:00:00,306.4495252,12,2,Wednesday,1,January,2018-01-10,False,False,False
2018-01-10 13:00:00,297.1383961,13,2,Wednesday,1,January,2018-01-10,False,False,False
2018-01-10 14:00:00,316.2064633,14,2,Wednesday,1,January,2018-01-10,False,False,False
2018-01-10 15:00:00,343.3581151,15,2,Wednesday,1,January,2018-01-10,False,False,False
2018-01-10 16:00:00,337.7813166,16,2,Wednesday,1,January,2018-01-10,False,False,False
2018-01-10 17:00:00,303.497558,17,2,Wednesday,1,January,2018-01-10,False,False,False
2018-01-10 18:00:00,247.3553446,18,2,Wednesday,1,January,2018-01-10,False,False,False
2018-01-10 19:00:00,213.4359773,19,2,Wednesday,1,January,2018-01-10,False,False,False
2018-01-10 20:00:00,176.7490361,20,2,Wednesday,1,January,2018-01-10,False,False,False
2018-01-10 21:00:00,162.2476856,21,2,Wednesday,1,January,2018-01-10,False,False,False
2018-01-10 22:00:00,143.3736395,22,2,Wednesday,1,January,2018-01-10,False,False,False
2018-01-10 23:00:00,140.463323,23,2,Wednesday,1,January,2018-01-10,False,False,False
2018-01-11 00:00:00,139.7324474,0,3,Thursday,1,January,2018-01-11,False,False,False
2018-01-11 01:00:00,138.9741535,1,3,Thursday,1,January,2018-01-11,False,False,False
2018-01-11 02:00:00,139.2602666,2,3,Thursday,1,January,2018-01-11,False,False,False
2018-01-11 03:00:00,139.4630783,3,3,Thursday,1,January,2018-01-11,False,False,False
2018-01-11 04:00:00,137.4060779,4,3,Thursday,1,January,2018-01-11,False,False,False
2018-01-11 05:00:00,132.6509912,5,3,Thursday,1,January,2018-01-11,False,False,False
2018-01-11 06:00:00,130.8652436,6,3,Thursday,1,January,2018-01-11,False,False,False
2018-01-11 07:00:00,166.8920526,7,3,Thursday,1,January,2018-01-11,False,False,False
2018-01-11 08:00:00,225.1990559,8,3,Thursday,1,January,2018-01-11,False,False,False
2018-01-11 09:00:00,274.5731352,9,3,Thursday,1,January,2018-01-11,False,False,False
2018-01-11 10:00:00,311.3257966,10,3,Thursday,1,January,2018-01-11,False,False,False
2018-01-11 11:00:00,317.8641193,11,3,Thursday,1,January,2018-01-11,False,False,False
2018-01-11 12:00:00,293.8255957,12,3,Thursday,1,January,2018-01-11,False,False,False
2018-01-11 13:00:00,277.6148921,13,3,Thursday,1,January,2018-01-11,False,False,False
2018-01-11 14:00:00,293.7494105,14,3,Thursday,1,January,2018-01-11,False,False,False
2018-01-11 15:00:00,297.1666516,15,3,Thursday,1,January,2018-01-11,False,False,False
2018-01-11 16:00:00,290.0868698,16,3,Thursday,1,January,2018-01-11,False,False,False
2018-01-11 17:00:00,270.3856701,17,3,Thursday,1,January,2018-01-11,False,False,False
2018-01-11 18:00:00,242.8101858,18,3,Thursday,1,January,2018-01-11,False,False,False
2018-01-11 19:00:00,208.7907731,19,3,Thursday,1,January,2018-01-11,False,False,False
2018-01-11 20:00:00,184.340975,20,3,Thursday,1,January,2018-01-11,False,False,False
2018-01-11 21:00:00,172.8767768,21,3,Thursday,1,January,2018-01-11,False,False,False
2018-01-11 22:00:00,141.4859628,22,3,Thursday,1,January,2018-01-11,False,False,False
2018-01-11 23:00:00,140.2858366,23,3,Thursday,1,January,2018-01-11,False,False,False
2018-01-12 00:00:00,138.4427408,0,4,Friday,1,January,2018-01-12,False,False,False
2018-01-12 01:00:00,134.9740119,1,4,Friday,1,January,2018-01-12,False,False,False
2018-01-12 02:00:00,133.9340002,2,4,Friday,1,January,2018-01-12,False,False,False
2018-01-12 03:00:00,135.075941,3,4,Friday,1,January,2018-01-12,False,False,False
2018-01-12 04:00:00,133.4710286,4,4,Friday,1,January,2018-01-12,False,False,False
2018-01-12 05:00:00,136.9071067,5,4,Friday,1,January,2018-01-12,False,False,False
2018-01-12 06:00:00,135.7283291,6,4,Friday,1,January,2018-01-12,False,False,False
2018-01-12 07:00:00,162.4867062,7,4,Friday,1,January,2018-01-12,False,False,False
2018-01-12 08:00:00,244.6174913,8,4,Friday,1,January,2018-01-12,False,False,False
2018-01-12 09:00:00,301.5745096,9,4,Friday,1,January,2018-01-12,False,False,False
2018-01-12 10:00:00,323.6240553,10,4,Friday,1,January,2018-01-12,False,False,False
2018-01-12 11:00:00,353.0258914,11,4,Friday,1,January,2018-01-12,False,False,False
2018-01-12 12:00:00,307.8985091,12,4,Friday,1,January,2018-01-12,False,False,False
2018-01-12 13:00:00,308.0169729,13,4,Friday,1,January,2018-01-12,False,False,False
2018-01-12 14:00:00,326.639859,14,4,Friday,1,January,2018-01-12,False,False,False
2018-01-12 15:00:00,337.9987793,15,4,Friday,1,January,2018-01-12,False,False,False
2018-01-12 16:00:00,319.0181995,16,4,Friday,1,January,2018-01-12,False,False,False
2018-01-12 17:00:00,280.7072996,17,4,Friday,1,January,2018-01-12,False,False,False
2018-01-12 18:00:00,220.4732712,18,4,Friday,1,January,2018-01-12,False,False,False
2018-01-12 19:00:00,192.4055133,19,4,Friday,1,January,2018-01-12,False,False,False
2018-01-12 20:00:00,166.8740528,20,4,Friday,1,January,2018-01-12,False,False,False
2018-01-12 21:00:00,148.9925073,21,4,Friday,1,January,2018-01-12,False,False,False
2018-01-12 22:00:00,142.1423276,22,4,Friday,1,January,2018-01-12,False,False,False
2018-01-12 23:00:00,137.4060779,23,4,Friday,1,January,2018-01-12,False,False,False
2018-01-13 00:00:00,116.4019857,0,5,Saturday,1,January,2018-01-13,False,False,False
2018-01-13 01:00:00,116.9074452,1,5,Saturday,1,January,2018-01-13,False,False,False
2018-01-13 02:00:00,116.1625465,2,5,Saturday,1,January,2018-01-13,False,False,False
2018-01-13 03:00:00,117.3930212,3,5,Saturday,1,January,2018-01-13,False,False,False
2018-01-13 04:00:00,116.1169191,4,5,Saturday,1,January,2018-01-13,False,False,False
2018-01-13 05:00:00,115.0017687,5,5,Saturday,1,January,2018-01-13,False,False,False
2018-01-13 06:00:00,123.4692095,6,5,Saturday,1,January,2018-01-13,False,False,False
2018-01-13 07:00:00,121.6631598,7,5,Saturday,1,January,2018-01-13,False,False,False
2018-01-13 08:00:00,130.4098068,8,5,Saturday,1,January,2018-01-13,False,False,False
2018-01-13 09:00:00,144.9132503,9,5,Saturday,1,January,2018-01-13,False,False,False
2018-01-13 10:00:00,138.6309015,10,5,Saturday,1,January,2018-01-13,False,False,False
2018-01-13 11:00:00,134.1535559,11,5,Saturday,1,January,2018-01-13,False,False,False
2018-01-13 12:00:00,138.523112,12,5,Saturday,1,January,2018-01-13,False,False,False
2018-01-13 13:00:00,130.1337401,13,5,Saturday,1,January,2018-01-13,False,False,False
2018-01-13 14:00:00,132.1675082,14,5,Saturday,1,January,2018-01-13,False,False,False
2018-01-13 15:00:00,129.6646988,15,5,Saturday,1,January,2018-01-13,False,False,False
2018-01-13 16:00:00,126.5065711,16,5,Saturday,1,January,2018-01-13,False,False,False
2018-01-13 17:00:00,118.8120752,17,5,Saturday,1,January,2018-01-13,False,False,False
2018-01-13 18:00:00,119.024724,18,5,Saturday,1,January,2018-01-13,False,False,False
2018-01-13 19:00:00,117.3689517,19,5,Saturday,1,January,2018-01-13,False,False,False
