Date_start,Power_kW,Hour,DayOfWeek,Holiday,Power-1,temp_C,solarRad_W/m2
2017-03-21 12:00:00,305.6629758,12,1,False,314.3326004,14.479166666666666,648.1083333333332
2017-03-21 13:00:00,292.0473829,13,1,False,305.6629758,14.72875,855.0875
2017-03-21 14:00:00,305.3144913,14,1,False,292.0473829,14.576999999999998,441.43
2017-03-21 15:00:00,307.5866521,15,1,False,305.3144913,14.946666666666667,524.9666666666667
2017-03-21 16:00:00,297.166233,16,1,False,307.5866521,13.847499999999997,345.53333333333336
2017-03-21 17:00:00,274.0542805,17,1,False,297.166233,13.3125,200.00333333333333
2017-03-21 18:00:00,248.7231201,18,1,False,274.0542805,12.25,21.437916666666666
2017-03-21 19:00:00,215.1040983,19,1,False,248.7231201,11.898333333333332,1.4425
2017-03-21 20:00:00,176.8934531,20,1,False,215.1040983,11.693333333333333,2.1254166666666667
2017-03-21 21:00:00,162.6003561,21,1,False,176.8934531,11.402500000000002,1.7055833333333335
2017-03-21 22:00:00,153.6894086,22,1,False,162.6003561,11.205,2.0953333333333335
2017-03-21 23:00:00,149.5149201,23,1,False,153.6894086,11.155833333333335,1.9455833333333332
2017-03-22 00:00:00,145.6713349,0,2,False,149.5149201,11.103333333333333,1.9869999999999999
2017-03-22 01:00:00,144.1733748,1,2,False,145.6713349,10.728333333333333,1.4976666666666667
2017-03-22 02:00:00,150.3125624,2,2,False,144.1733748,10.87,1.4956666666666667
2017-03-22 03:00:00,148.1712141,3,2,False,150.3125624,11.158333333333331,1.76325
2017-03-22 04:00:00,147.8225203,4,2,False,148.1712141,11.101666666666667,1.0315833333333333
2017-03-22 05:00:00,153.0845316,5,2,False,147.8225203,10.966666666666667,1.1538333333333333
2017-03-22 06:00:00,162.7027038,6,2,False,153.0845316,11.121666666666668,5.398416666666667
2017-03-22 07:00:00,191.3784782,7,2,False,162.7027038,11.415,76.8575
2017-03-22 08:00:00,230.818133,8,2,False,191.3784782,12.349166666666667,264.44166666666666
2017-03-22 09:00:00,295.4692286,9,2,False,230.818133,11.470833333333333,181.93333333333337
2017-03-22 10:00:00,320.9674104,10,2,False,295.4692286,11.340000000000002,300.95
2017-03-22 11:00:00,330.4047474,11,2,False,320.9674104,11.295,341.51666666666665
2017-03-22 12:00:00,327.809846,12,2,False,330.4047474,12.441666666666665,658.9166666666667
2017-03-22 13:00:00,305.7479516,13,2,False,327.809846,12.346666666666666,558.625
2017-03-22 14:00:00,317.845073,14,2,False,305.7479516,11.624166666666667,713.25
2017-03-22 15:00:00,315.9201409,15,2,False,317.845073,11.498333333333333,479.2333333333333
2017-03-22 16:00:00,318.6479478,16,2,False,315.9201409,10.691666666666668,301.05
2017-03-22 17:00:00,283.3225031,17,2,False,318.6479478,10.463333333333335,204.4416666666667
2017-03-22 18:00:00,244.1545197,18,2,False,283.3225031,9.753333333333336,25.256083333333336
2017-03-22 19:00:00,207.1255823,19,2,False,244.1545197,8.891666666666666,0.8354999999999998
2017-03-22 20:00:00,165.0022829,20,2,False,207.1255823,8.108333333333333,0.9095833333333334
2017-03-22 21:00:00,157.5145754,21,2,False,165.0022829,8.044166666666667,0.66025
2017-03-22 22:00:00,151.459945,22,2,False,157.5145754,8.145833333333334,0.6924999999999999
2017-03-22 23:00:00,149.5722683,23,2,False,151.459945,8.435,0.6023333333333333
2017-03-23 00:00:00,147.2427593,0,3,False,149.5722683,6.850583333333333,0.6024166666666666
2017-03-23 01:00:00,146.9256698,1,3,False,147.2427593,6.792999999999999,0.5565000000000001
2017-03-23 02:00:00,146.6238592,2,3,False,146.9256698,7.7875000000000005,0.508
2017-03-23 03:00:00,147.5849648,3,3,False,146.6238592,7.394166666666668,0.5703333333333335
2017-03-23 04:00:00,144.3071175,4,3,False,147.5849648,6.9485,0.5633333333333334
2017-03-23 05:00:00,147.9811697,5,3,False,144.3071175,7.215000000000001,0.448
2017-03-23 06:00:00,160.8943518,6,3,False,147.9811697,6.546166666666665,7.027916666666667
2017-03-23 07:00:00,189.7557753,7,3,False,160.8943518,7.158833333333334,100.685
2017-03-23 08:00:00,236.253654,8,3,False,189.7557753,8.184166666666668,304.75000000000006
2017-03-23 09:00:00,302.2725251,9,3,False,236.253654,8.611666666666666,334.98333333333335
2017-03-23 10:00:00,322.9532488,10,3,False,302.2725251,8.919166666666667,229.8083333333333
2017-03-23 11:00:00,333.7139897,11,3,False,322.9532488,8.918333333333335,563.4333333333333
2017-03-23 12:00:00,340.5779832,12,3,False,333.7139897,9.260833333333332,653.1750000000001
2017-03-23 13:00:00,310.7152685,13,3,False,340.5779832,9.3975,420.82500000000005
2017-03-23 14:00:00,322.1625134,14,3,False,310.7152685,9.8925,604.9666666666666
